condition,seed,step,population,lineageCount,dominantFounderId,dominantFraction,lineageHHI
neutral_bottleneck_mutable,14153,265,30,7,45,0.23333333333333334,0.16666666666666669
neutral_bottleneck_mutable,14153,270,32,7,45,0.25,0.173828125
neutral_bottleneck_mutable,14153,275,33,7,14,0.24242424242424243,0.17722681359044998
neutral_bottleneck_mutable,14153,280,32,7,14,0.25,0.181640625
neutral_bottleneck_mutable,14153,285,32,7,14,0.25,0.181640625
neutral_bottleneck_mutable,14153,290,31,7,14,0.25806451612903225,0.18626430801248697
neutral_bottleneck_mutable,14153,295,30,7,14,0.26666666666666666,0.19111111111111112
neutral_bottleneck_mutable,14153,300,30,7,14,0.26666666666666666,0.18222222222222223
neutral_bottleneck_mutable,14153,305,30,7,14,0.26666666666666666,0.18222222222222223
neutral_bottleneck_mutable,14153,310,29,7,14,0.27586206896551724,0.18668252080856124
neutral_bottleneck_mutable,14153,315,31,7,14,0.25806451612903225,0.17377731529656607
neutral_bottleneck_mutable,14153,320,33,7,14,0.24242424242424243,0.16437098255280075
neutral_bottleneck_mutable,14153,325,33,7,14,0.24242424242424243,0.16437098255280075
neutral_bottleneck_mutable,14153,330,33,7,14,0.24242424242424243,0.16437098255280075
neutral_bottleneck_mutable,14153,335,34,7,14,0.23529411764705882,0.16089965397923875
neutral_bottleneck_mutable,14153,339,33,7,14,0.24242424242424243,0.1588613406795225
scarcity_mutable,14173,179,56,26,12,0.16071428571428573,0.06441326530612244
scarcity_mutable,14173,180,56,26,12,0.16071428571428573,0.06441326530612244
scarcity_mutable,14173,185,56,26,12,0.16071428571428573,0.06441326530612244
scarcity_mutable,14173,190,56,26,12,0.16071428571428573,0.06441326530612244
scarcity_mutable,14173,195,53,24,12,0.16981132075471697,0.06941972232111071
scarcity_mutable,14173,200,50,21,12,0.18,0.07680000000000001
scarcity_mutable,14173,205,50,21,12,0.18,0.07680000000000001
scarcity_mutable,14173,210,49,21,12,0.1836734693877551,0.07871720116618075
scarcity_mutable,14173,215,47,20,12,0.19148936170212766,0.08103214124038026
scarcity_mutable,14173,220,44,19,12,0.18181818181818182,0.08057851239669421
scarcity_mutable,14173,225,43,18,12,0.18604651162790697,0.08382909680908598
scarcity_mutable,14173,230,40,17,12,0.15,0.07875000000000001
scarcity_mutable,14173,235,39,17,12,0.1282051282051282,0.07560815253122945
scarcity_mutable,14173,240,36,16,12,0.1388888888888889,0.07716049382716049
scarcity_mutable,14173,245,31,16,12,0.12903225806451613,0.07596253902185222
scarcity_mutable,14173,250,30,15,12,0.13333333333333333,0.08
scarcity_mutable,14173,255,28,15,12,0.10714285714285714,0.07653061224489795
scarcity_mutable,14173,260,26,15,12,0.11538461538461539,0.07988165680473373
scarcity_mutable,14173,265,24,15,12,0.125,0.0798611111111111
scarcity_mutable,14173,270,23,14,12,0.13043478260869565,0.08506616257088846
scarcity_mutable,14173,275,19,14,12,0.15789473684210525,0.0858725761772853
scarcity_mutable,14173,280,15,13,12,0.13333333333333333,0.08444444444444445
scarcity_mutable,14173,285,13,11,12,0.15384615384615385,0.10059171597633138
scarcity_mutable,14173,290,12,11,52,0.16666666666666666,0.09722222222222221
scarcity_mutable,14173,295,11,10,52,0.18181818181818182,0.10743801652892562
scarcity_mutable,14173,300,9,9,2,0.1111111111111111,0.1111111111111111
scarcity_mutable,14173,305,9,9,2,0.1111111111111111,0.1111111111111111
scarcity_mutable,14173,310,8,8,2,0.125,0.125
scarcity_mutable,14173,315,6,6,2,0.16666666666666666,0.16666666666666666
scarcity_mutable,14173,320,6,6,2,0.16666666666666666,0.16666666666666666
scarcity_mutable,14173,325,5,5,2,0.2,0.20000000000000004
scarcity_mutable,14173,330,5,5,2,0.2,0.20000000000000004
scarcity_mutable,14173,335,5,5,2,0.2,0.20000000000000004
scarcity_mutable,14173,339,5,5,2,0.2,0.20000000000000004
neutral_bottleneck_mutable,14173,179,56,26,12,0.16071428571428573,0.06441326530612244
neutral_bottleneck_mutable,14173,180,5,4,39,0.4,0.28
neutral_bottleneck_mutable,14173,185,5,4,39,0.4,0.28
neutral_bottleneck_mutable,14173,190,8,4,39,0.375,0.28125
neutral_bottleneck_mutable,14173,195,9,4,39,0.3333333333333333,0.25925925925925924
neutral_bottleneck_mutable,14173,200,11,4,12,0.36363636363636365,0.2727272727272727
neutral_bottleneck_mutable,14173,205,11,4,12,0.36363636363636365,0.2727272727272727
neutral_bottleneck_mutable,14173,210,12,4,12,0.4166666666666667,0.2916666666666667
neutral_bottleneck_mutable,14173,215,13,4,12,0.38461538461538464,0.2781065088757397
neutral_bottleneck_mutable,14173,220,13,4,12,0.38461538461538464,0.2781065088757397
neutral_bottleneck_mutable,14173,225,15,4,12,0.4,0.28
neutral_bottleneck_mutable,14173,230,15,4,12,0.4,0.28
neutral_bottleneck_mutable,14173,235,16,4,12,0.375,0.2734375
neutral_bottleneck_mutable,14173,240,16,4,12,0.375,0.2734375
neutral_bottleneck_mutable,14173,245,16,4,12,0.375,0.2734375
neutral_bottleneck_mutable,14173,250,16,4,12,0.375,0.2734375
neutral_bottleneck_mutable,14173,255,17,4,12,0.35294117647058826,0.2664359861591696
neutral_bottleneck_mutable,14173,260,18,4,12,0.3333333333333333,0.25925925925925924
neutral_bottleneck_mutable,14173,265,19,4,12,0.3157894736842105,0.25761772853185594
neutral_bottleneck_mutable,14173,270,19,4,12,0.3157894736842105,0.25761772853185594
neutral_bottleneck_mutable,14173,275,21,4,12,0.38095238095238093,0.27437641723356004
neutral_bottleneck_mutable,14173,280,21,4,12,0.38095238095238093,0.27437641723356004
neutral_bottleneck_mutable,14173,285,20,4,12,0.4,0.28
neutral_bottleneck_mutable,14173,290,20,4,12,0.4,0.28
neutral_bottleneck_mutable,14173,295,22,4,12,0.36363636363636365,0.2727272727272727
neutral_bottleneck_mutable,14173,300,22,4,12,0.36363636363636365,0.2727272727272727
neutral_bottleneck_mutable,14173,305,24,4,12,0.3333333333333333,0.2673611111111111
neutral_bottleneck_mutable,14173,310,24,4,12,0.3333333333333333,0.2673611111111111
neutral_bottleneck_mutable,14173,315,24,4,12,0.3333333333333333,0.2777777777777778
neutral_bottleneck_mutable,14173,320,24,4,12,0.3333333333333333,0.2777777777777778
neutral_bottleneck_mutable,14173,325,25,4,12,0.36,0.2832
neutral_bottleneck_mutable,14173,330,26,4,12,0.34615384615384615,0.28698224852071
neutral_bottleneck_mutable,14173,335,26,4,12,0.34615384615384615,0.28698224852071
neutral_bottleneck_mutable,14173,339,26,4,12,0.34615384615384615,0.28698224852071
