stepStart,stepEnd,totalVector,withinVector,reweightingVector,totalNorm,withinNorm,reweightingNorm,decompositionError,lineageTurnoverTV,lineageCountStart,lineageCountEnd,condition,seed
325,330,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,4,4,neutral_bottleneck_mutable,14029
330,335,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,4,4,neutral_bottleneck_mutable,14029
335,339,"[0.004557641751100294,-0.0011056510700409028,-0.006175225592060796,0.0049648038874523515]","[-0.0011566480210469057,0.00032994558857381035,-0.0006103056276324911,0.0030453225273992844]","[0.0057142897721472775,-0.0014355966586147347,-0.005564919964428319,0.0019194813600531112]",0.009207456292253563,0.0033306397269918728,0.008328672659456427,9.347809800307534e-17,0.04248366013071897,4,4,neutral_bottleneck_mutable,14029
179,180,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,28,28,scarcity_mutable,14041
180,185,"[0.00235012393025702,-0.0011850150814141647,0.00019909900138564973,-0.0009703934266300784]","[0.0,0.0,0.0,0.0]","[0.002350123930256906,-0.0011850150814141892,0.00019909900138557633,-0.0009703934266300841]",0.0028122316841870175,0.0,0.0028122316841869294,1.3758747704608775e-16,0.0172413793103448,28,27,scarcity_mutable,14041
185,190,"[0.0017602697425841418,-0.005642209461662828,-0.0032250061909971373,0.004171022131282953]","[-8.607689762320053e-05,-2.1932551845237163e-05,-0.00097697530064048,-0.00024237784001504136]","[0.0018463466402073715,-0.005620276909817599,-0.002248030890356606,0.004413399971297937]",0.007920300987182043,0.0010105038468639256,0.0077154553105752656,8.25555704148397e-17,0.03444976076555026,27,26,scarcity_mutable,14041
190,195,"[-0.0038481660545188756,-0.0005667545046994515,-0.0017231561501659942,-0.0007428088204881611]","[0.00048368465234563136,-0.0009280999131003324,-0.0006504555734880113,2.407711029399901e-05]","[-0.0043318507068644575,0.0003613454084008913,-0.0010727005766780035,-0.0007668859307821286]",0.00431863690455662,0.001232474118159601,0.004542499489132761,6.302684606232713e-17,0.03224699828473416,26,26,scarcity_mutable,14041
195,200,"[0.0011833629775171994,-0.004829560156890622,0.0015517429706988217,0.0026219000305452433]","[0.0,0.0,0.0,0.0]","[0.0011833629775171925,-0.0048295601568905545,0.0015517429706987545,0.0026219000305452893]",0.005831574852719469,0.0,0.005831574852719414,1.0609947285808077e-16,0.037735849056603786,26,24,scarcity_mutable,14041
200,205,"[0.005972251579407506,-0.0027290656653962686,-0.0005038464151310151,0.001149825900710999]","[0.0,0.0,0.0,0.0]","[0.005972251579407488,-0.0027290656653962556,-0.0005038464151310015,0.001149825900710972]",0.006685173830631965,0.0,0.006685173830631937,3.755849092762884e-17,0.019607843137254923,24,23,scarcity_mutable,14041
205,210,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,23,23,scarcity_mutable,14041
210,215,"[-0.00196049850650859,0.004105200106735762,-0.0014485112403316847,-0.00621947554645319]","[0.0006442841873820532,0.0013191681804220982,-0.0014382600875257174,-0.00030158319500620976]","[-0.002604782693890642,0.0027860319263136647,-1.0251152806040791e-05,-0.0059178923514470174]",0.007840681296715368,0.002077222016354617,0.007040484482354903,8.205082733162072e-17,0.044680851063829775,23,23,scarcity_mutable,14041
215,220,"[-0.0025117684305389076,-0.0010811008544653888,-0.0009436076235961877,0.0005825605261453037]","[-0.0005104396401559496,0.00023505965561812958,0.0002609639120988441,-0.00011582443577613159]","[-0.002001328790382893,-0.0013161605100835399,-0.0012045715356950807,0.0006983849619214414]",0.0029508527276211564,0.0006303325561024446,0.002770618984119548,8.444563902062887e-17,0.020814061054579086,23,23,scarcity_mutable,14041
220,225,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,23,23,scarcity_mutable,14041
225,230,"[0.0029622641010550455,-0.007093149432035928,-0.005430604230717562,0.005450233600122811]","[-0.0005548271320298359,-0.00017436296168360876,9.801544678328142e-05,0.0005705017809273081]","[0.003517091233084792,-0.006918786470352345,-0.005528619677500747,0.004879731819195579]",0.010875857946671895,0.0008205576754213498,0.01070593083902053,1.5412215131197805e-16,0.10074231177094382,23,19,scarcity_mutable,14041
230,235,"[0.0037944546530422896,-0.006166726186680793,0.001599257436130097,0.004112318048376862]","[0.00048390269738536325,-4.0094798541058e-06,0.0005936595463809036,-0.0009622652880579867]","[0.0033105519556570055,-0.006162716706826832,0.0010055978897490943,0.005074583336434934]",0.008479102667942665,0.0012298634225295225,0.008700658286244663,2.1023147014004608e-16,0.0693196405648267,19,18,scarcity_mutable,14041
235,240,"[0.0011038457010708047,-0.0031258068234739644,0.00044053049975872893,0.0026715179572043835]","[0.0,0.0,0.0,0.0]","[0.001103845701070852,-0.003125806823473922,0.0004405304997588053,0.002671517957204412]",0.00428021248845569,0.0,0.004280212488455696,1.0341357949453666e-16,0.026315789473684265,18,17,scarcity_mutable,14041
240,245,"[0.0016473830278215251,0.0031234502350203086,0.004056811680021921,-0.00782695366981212]","[0.00013632110592640644,0.000883372876275771,0.00014576396837714966,-0.001957125001239737]","[0.0015110619218950752,0.0022400773587445415,0.003911047711644691,-0.005869828668572367]",0.00949677508249777,0.002156505619611371,0.007553306395620157,9.29868823353944e-17,0.05961844197138315,17,17,scarcity_mutable,14041
245,250,"[0.0010024074742012168,0.002042038980307581,-0.000576462901106245,0.00682458905835176]","[-0.0018428862823274656,-0.0017122718359844507,0.0008492598768968194,0.0025392415383934212]","[0.0028452937565286744,0.0037543108162920663,-0.0014257227780030968,0.0042853475199583005]",0.007216790784909625,0.003673839220584605,0.006525904923671374,6.144480865715615e-17,0.06831119544592029,17,17,scarcity_mutable,14041
250,255,"[0.0034891726373805776,-0.0004926419837774643,-0.009316750872725765,-0.0015345201732950842]","[-0.0006861537594727873,-0.001308257585655635,-0.00013442281519020457,0.0011474482577654738]","[0.004175326396853282,0.0008156156018781465,-0.009182328057535608,-0.0026819684310606367]",0.010078373916674823,0.0018753804652808005,0.010469321016746901,1.258595754532126e-16,0.09331797235023043,17,15,scarcity_mutable,14041
255,260,"[-0.0029973382391158543,-0.0025638713513859157,0.0008730616901297394,0.0025705756639968214]","[0.0,0.0,0.0,0.0]","[-0.0029973382391158213,-0.002563871351385881,0.0008730616901297591,0.002570575663996908]",0.004788274092533599,0.0,0.0047882740925336105,1.0098672498914636e-16,0.03571428571428571,15,14,scarcity_mutable,14041
260,265,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,14,14,scarcity_mutable,14041
265,270,"[-0.005748058559040925,-0.002602826070124964,0.007467641288646687,0.006952603079881603]","[0.00014435220904157413,-0.0005260730915953402,0.002066441760017559,0.00024617085650017513]","[-0.0058924107680825,-0.002076752978529681,0.005401199528629251,0.006706432223381353]",0.011996634392685545,0.0021513651703256604,0.01063873099145378,1.5495703289920328e-16,0.10950080515297907,14,13,scarcity_mutable,14041
270,275,"[0.0007484595184236165,-0.0025865058732484902,0.0032060708449835884,-0.002314868016680127]","[-0.0003855748435662353,-0.0020221553124039923,0.003205266925903984,0.00350108150829643]","[0.0011340343619899774,-0.000564350560844501,8.039190795379111e-07,-0.005815949524976554]",0.0047841099988158945,0.005173885180548946,0.005952293256641545,1.4216668942981635e-16,0.03754940711462452,13,13,scarcity_mutable,14041
275,280,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,13,13,scarcity_mutable,14041
280,285,"[-0.002475880844865719,0.002525817575371181,-0.00399946241043081,0.012509257310846955]","[0.00013773784421480416,0.0006319089907525141,-0.0006637111230613893,-8.460890846459165e-05]","[-0.0026136186890807905,0.0018939085846187177,-0.003335751287369429,0.012593866219311436]",0.013600991082397413,0.0009305653166703469,0.013422019050050011,2.943121466135854e-16,0.1004784688995215,13,13,scarcity_mutable,14041
285,290,"[0.006192017163605956,0.007215469160045895,0.0030360073995767123,-0.005155088303983868]","[0.0013230452076402376,-0.0008114350369478332,-0.0009599235767194888,-0.0003281696826181094]","[0.004868971955965723,0.008026904196993777,0.003995930976296269,-0.004826918621365599]",0.011233714795477051,0.001854190943343737,0.011287368455061038,1.8007106510893554e-16,0.08668730650154802,13,13,scarcity_mutable,14041
290,295,"[0.010072594586227224,-0.006119744256687265,-0.008161158593231577,0.005883614414902094]","[0.0,0.0,0.0,0.0]","[0.010072594586227288,-0.006119744256687187,-0.008161158593231526,0.00588361441490206]",0.015496124019666081,0.0,0.015496124019666052,1.178495344697609e-16,0.1176470588235294,13,11,scarcity_mutable,14041
295,300,"[-0.015103093521348532,-0.034967609387060616,0.0024024973974934305,-0.026238988878499236]","[-0.003966163610128387,-0.004215071595481238,0.009165585214417278,-2.966438329927209e-05]","[-0.011136929911219916,-0.030752537791579528,-0.006763087816923873,-0.026209324495199846]",0.0463151559564644,0.010840023737783996,0.042454891776850155,3.0054803885119506e-16,0.21818181818181814,11,9,scarcity_mutable,14041
300,305,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,9,9,scarcity_mutable,14041
305,310,"[-0.007726577022324155,0.0008163783050558759,-8.544589820586035e-05,-0.013201697516031174]","[0.0,0.0,0.0,0.0]","[-0.007726577022324187,0.0008163783050558638,-8.544589820586252e-05,-0.013201697516031188]",0.015318569917755945,0.0,0.015318569917755973,3.707654398168222e-17,0.09090909090909093,9,8,scarcity_mutable,14041
310,315,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,8,8,scarcity_mutable,14041
315,320,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,8,8,scarcity_mutable,14041
320,325,"[-0.01059907026902962,0.0065638374699517055,-0.007826571414287276,-0.009883337698331662]","[0.0,0.0,0.0,0.0]","[-0.01059907026902969,0.006563837469951668,-0.007826571414287312,-0.00988333769833169]",0.017730195629546003,0.0,0.017730195629546062,9.112253253732786e-17,0.09999999999999995,8,7,scarcity_mutable,14041
325,330,"[-0.008803588086258918,0.0070242580493098394,0.01759590896794172,0.011216743890072323]","[-0.005442455039323112,0.0008811006505771527,-0.004947848199041123,-0.005581066051936765]","[-0.0033611330469358967,0.0061431573987327185,0.022543757166982765,0.016797809942009016]",0.02371233266128368,0.009275028586928266,0.028972797659814507,1.416032789054636e-16,0.19047619047619047,7,6,scarcity_mutable,14041
330,335,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,6,6,scarcity_mutable,14041
335,339,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,6,6,scarcity_mutable,14041
179,180,"[-0.029293095754738263,0.08042458339503028,0.02185810508852426,-0.04330598319235657]","[-0.0016959731535165742,0.0014802066693312722,0.0036362869723184726,0.0023809193098266496]","[-0.027597122601221737,0.07894437672569896,0.01822181811620558,-0.04568690250218302]",0.0983838605233505,0.004894762141957481,0.0970213559386798,2.98775589569075e-16,0.8448275862068964,28,6,neutral_bottleneck_mutable,14041
180,185,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,6,6,neutral_bottleneck_mutable,14041
185,190,"[0.018348704092672863,-0.005729800544070296,-0.010811715990318937,-0.010967435786784663]","[0.0019272885596001254,-0.001080063149836571,-0.0025282766500108783,-0.007064528249308639]","[0.016421415533072782,-0.004649737394233723,-0.008283439340308021,-0.003902907537476012]",0.024630944085598124,0.007821810519558145,0.01936829885394763,6.001742121344228e-17,0.10714285714285712,6,6,neutral_bottleneck_mutable,14041
190,195,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,6,6,neutral_bottleneck_mutable,14041
195,200,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,6,6,neutral_bottleneck_mutable,14041
200,205,"[-0.01450939496531578,-0.003132743854795561,0.006101802608709628,-0.0014354618794036322]","[0.009207650698753515,-0.007599782536929209,0.002561651287845626,-0.00476437325184907]","[-0.02371704566406925,0.0044670386821336686,0.0035401513208641044,0.0033289113724455158]",0.01611301251169895,0.013107205491725775,0.024618428299130662,1.3797323578887531e-16,0.11538461538461539,6,6,neutral_bottleneck_mutable,14041
205,210,"[0.006234780103088977,-0.003779405345871012,-0.00173178591735057,0.0043017148179334]","[-0.002813248478541961,-0.0013151092666507604,0.0027405935922919285,0.006110726716527825]","[0.009048028581630813,-0.0024642960792202497,-0.004472379509642521,-0.0018090118985944967]",0.008640614592760987,0.007382121214627126,0.01054581807673521,1.4549976996740946e-16,0.060439560439560475,6,6,neutral_bottleneck_mutable,14041
210,215,"[-0.0007010923519288337,0.0024605044285238575,0.010067943536940627,-0.00338415879664683]","[-0.007233964087151247,0.0019085696765797167,0.004959714559368251,-0.005125570293595262]","[0.006532871735222361,0.0005519347519441454,0.005108228977572378,0.0017414114969484798]",0.010925274841058475,0.010336494278504159,0.008491734944537857,7.081624827150952e-17,0.05238095238095236,6,6,neutral_bottleneck_mutable,14041
215,220,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,6,6,neutral_bottleneck_mutable,14041
220,225,"[-0.0002665762419468143,0.001615088848466173,-0.0078000803870663105,0.005741368497057531]","[0.0059327532568043285,0.0032689382173917785,-0.0034542797189822862,0.0051647380252143014]","[-0.006199329498751115,-0.0016538493689255817,-0.004345800668084023,0.0005766304718431911]",0.00982263412455699,0.009191848863058714,0.007770803698264352,5.288239858762323e-17,0.08627450980392158,6,6,neutral_bottleneck_mutable,14041
225,230,"[-0.011979002509632575,0.000733736348644376,-0.004432426063996131,0.0014460928689561392]","[-0.0008369193134809938,-0.0024506050953224377,-0.004633810327493429,0.0027108191780431507]","[-0.011142083196151509,0.003184341443966744,0.00020138426349727585,-0.0012647263090870215]",0.012875265261482713,0.005960422639186679,0.011658736494157815,1.0369780249468238e-16,0.08049535603715173,6,6,neutral_bottleneck_mutable,14041
230,235,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,6,6,neutral_bottleneck_mutable,14041
235,240,"[-0.0015408416022908433,-0.006103200906351469,0.00017638114471035804,-0.004163372369114571]","[-0.00019309344199309274,-0.0021215022595028983,-0.0028067669751354564,-0.004453603576029484]","[-0.0013477481602976872,-0.003981698646848565,0.0029831481198457806,0.0002902312069149055]",0.007549041921910066,0.005678959638837936,0.0051627275810668324,7.24649457599557e-17,0.04210526315789473,6,6,neutral_bottleneck_mutable,14041
240,245,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,6,6,neutral_bottleneck_mutable,14041
245,250,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,6,6,neutral_bottleneck_mutable,14041
250,255,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,6,6,neutral_bottleneck_mutable,14041
255,260,"[-0.003987704072641041,0.002547818850685002,0.0018265088065087531,-0.0027975682985291184]","[0.00417603279186086,-0.0001743281991520068,0.002016577361072068,-0.002285574421815976]","[-0.008163736864501872,0.0027221470498370176,-0.0001900685545632927,-0.0005119938767131158]",0.005792727118728529,0.005173014101137229,0.008622931516542894,4.564581280846566e-17,0.06363636363636366,6,6,neutral_bottleneck_mutable,14041
260,265,"[-0.00116909036893742,0.0005694935630318754,0.009493558995157858,-0.001369876962269867]","[-0.004993847295771726,5.008531018443205e-05,0.005151586744204511,-0.0019100251479403215]","[0.0038247569268342334,0.0005194082528474217,0.004341972250953298,0.0005401481856704281]",0.009679634316201072,0.007424827365037583,0.005834640826394026,9.367305989942936e-17,0.03557312252964427,6,6,neutral_bottleneck_mutable,14041
265,270,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,6,6,neutral_bottleneck_mutable,14041
270,275,"[0.011939501027425692,0.007254286931392517,0.007281800514909953,0.0013660859251787283]","[-0.002225577948748716,0.004262480548129202,0.003109313997348276,0.0009007276342272431]","[0.014165078976174462,0.0029918063832632767,0.0041724865175616355,0.00046535829095149155]",0.015813512360028866,0.005796643980296088,0.01507403628476413,7.868290543290047e-17,0.07346326836581708,6,6,neutral_bottleneck_mutable,14041
275,280,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,6,6,neutral_bottleneck_mutable,14041
280,285,"[-0.001017423942958784,-0.0007233850545107501,-0.0002279241658496578,0.0002167938654342172]","[0.0007065906023540562,0.0001641319219909114,0.0002192696698664415,-0.00041740100492137616]","[-0.0017240145453128533,-0.0008875169765016106,-0.00044719383571610095,0.0006341948703556415]",0.0012873952082649257,0.0008651660847399253,0.0020885636203660956,7.139261892018674e-17,0.02955665024630541,6,6,neutral_bottleneck_mutable,14041
285,290,"[0.0023398482718501867,-0.0037266940764736356,-0.005497896314749673,0.0023331839754631156]","[0.0007404894413140557,-0.0007990502869204146,0.00020410233107902298,0.00212289137137655]","[0.0015993588305361212,-0.002927643789553274,-0.005701998645828739,0.0002102926040865108]",0.007418473564420102,0.002394813460364314,0.006609542976915271,8.812262933081507e-17,0.03571428571428571,6,6,neutral_bottleneck_mutable,14041
290,295,"[-3.3591122304166277e-05,0.0010594098091339932,0.014183086608223261,0.0028656395188920714]","[0.00034837681034893185,-0.0002220600006661896,0.002770421931179576,0.0037087018775094427]","[-0.0003819679326530663,0.0012814698098001561,0.011412664677043693,-0.0008430623586173705]",0.014508456606261913,0.00464762136354583,0.011521620265664148,4.2425739812076116e-17,0.062169312169312166,6,6,neutral_bottleneck_mutable,14041
295,300,"[0.0013808224039145722,0.0025934739725013145,-0.0005143447339798768,-0.0015325826088369854]","[7.866483862736709e-05,-0.0008760295754211742,0.00043806906515873217,-0.00206004118179022]","[0.0013021575652871088,0.003469503547922561,-0.0009524137991386876,0.0005274585729532059]",0.0033535261614420987,0.0022823869414211,0.003862431071857893,1.4667171782596703e-16,0.032763532763532804,6,6,neutral_bottleneck_mutable,14041
300,305,"[0.010916513253631632,-0.001926663107992499,0.0007191205337159223,6.904058783241407e-05]","[0.0013469021957628884,-0.0009300226170619241,-0.0009675674942300525,-3.870000749769235e-05]","[0.009569611057868764,-0.000996640490930498,0.0016866880279460808,0.0001077405953301162]",0.011108744001604975,0.0019017813070036588,0.009768688376980045,1.328226014717069e-16,0.03384615384615383,6,6,neutral_bottleneck_mutable,14041
305,310,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,6,6,neutral_bottleneck_mutable,14041
310,315,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,6,6,neutral_bottleneck_mutable,14041
315,320,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,6,6,neutral_bottleneck_mutable,14041
320,325,"[0.00025323614653094406,0.0016094261236127005,-0.007179693690582578,-0.001528072114201584]","[0.0016989095571653498,-0.00036639496983099175,-0.0008178417754817107,-0.0016642758087130245]","[-0.0014456734106343895,0.001975821093443676,-0.006361851915100846,0.00013620369451148228]",0.007519134715515385,0.002541499182477871,0.006818031375667254,5.244625593071559e-17,0.03384615384615383,6,6,neutral_bottleneck_mutable,14041
325,330,"[0.0022561406743398793,-0.00010048426482234252,0.0033568897387254992,0.002058020929859017]","[0.000119491663583271,-0.0010223973108460884,-0.000501262463874824,0.0017197997858930945]","[0.0021366490107565224,0.0009219130460236665,0.003858152202600229,0.0003382211439658771]",0.004539209919753218,0.0020660469210884353,0.00451828779741287,1.56985885363645e-16,0.02564102564102566,6,6,neutral_bottleneck_mutable,14041
330,335,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,6,6,neutral_bottleneck_mutable,14041
335,339,"[-0.0037250540812117094,-0.009458407370014466,-0.004297690921333253,-0.001039030381638606]","[0.0007124904227032956,-0.005055632777328522,-0.0016771585709085607,0.0006635450927355495]","[-0.004437544503914977,-0.004402774592686037,-0.002620532350424587,-0.0017025754743741593]",0.011085451243606383,0.005414814710006973,0.006988717935629533,1.4344088984492854e-16,0.037037037037037035,6,6,neutral_bottleneck_mutable,14041
179,180,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,22,22,scarcity_mutable,14057
180,185,"[0.001839753921582865,-0.002463404607950359,-0.00255129909881302,-0.000402898591927936]","[0.0009699106286753215,-0.0005054660668235209,-0.00013677065448976374,0.0002286773870488141]","[0.0008698432929076481,-0.0019579385411267114,-0.0024145284443231967,-0.0006315759789766708]",0.004015533728090481,0.0011257096124686991,0.003289222782164801,1.9191653267018644e-16,0.03205128205128208,22,21,scarcity_mutable,14057
185,190,"[0.0016109051824308995,0.00015540782310141665,0.002700380332180341,-0.0022574308172979562]","[0.00017429549181122327,-0.0005863559694473491,8.422671505438193e-05,-9.985230192090087e-05]","[0.0014366096906196315,0.0007417637925487565,0.002616153617125941,-0.0021575785153770746]",0.0038739146778906707,0.0006255052862286709,0.003756789284154281,5.268921382402178e-17,0.03769230769230773,21,20,scarcity_mutable,14057
190,195,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,20,20,scarcity_mutable,14057
195,200,"[0.0016850941511583617,-0.009901055056498465,0.00975466393283686,0.0008504659276067916]","[0.0004961682193263401,-0.0037499037683231874,0.0022989688350077905,-0.00013163328413667895]","[0.0011889259318319065,-0.0061511512881752715,0.007455695097829014,0.0009820992117434888]",0.014026660125157743,0.00442837963586949,0.009787855500307585,1.2902789369852484e-16,0.06000000000000001,20,19,scarcity_mutable,14057
200,205,"[-0.000644652186866379,-0.008600099758094726,0.000280644438073685,0.0014331863547490942]","[0.00041830950172542917,-0.0007674556710590966,-0.0006702901827056417,0.00013809670393087538]","[-0.0010629616885918201,-0.007832644087035637,0.0009509346207792896,0.0012950896508181192]",0.0087470038709991,0.0011101039027688712,0.00806608546955964,1.0743256421010226e-16,0.10833333333333335,19,15,scarcity_mutable,14057
205,210,"[0.005458846329246758,-0.008202309631991034,0.008360199970232018,0.008580614841153023]","[0.0009879249753546157,-0.001627286826867911,0.0022310475543593786,0.00046117831956222496]","[0.004470921353892057,-0.006575022805123114,0.006129152415872672,0.008119436521590796]",0.01551118245459922,0.002968891511334568,0.012911693204445235,9.09862049726606e-17,0.08888888888888888,15,13,scarcity_mutable,14057
210,215,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,13,13,scarcity_mutable,14057
215,220,"[0.0031506765292501626,-0.001256629373201812,-0.005028362296952027,0.002438882347835458]","[0.0011135757716370521,-0.004729227444594023,-0.0013839309407321656,0.0005316694528201781]","[0.002037100757613043,0.003472598071392237,-0.0036444313562198722,0.0019072128950152916]",0.006537465446910866,0.005079722480377869,0.005755697855101148,7.409219026245714e-17,0.04084967320261438,13,13,scarcity_mutable,14057
220,225,"[0.005200213388337982,-0.0018569978556034483,0.0037163604949546625,0.0043397990694981625]","[0.0,0.0,0.0,0.0]","[0.005200213388337884,-0.0018569978556035073,0.00371636049495471,0.0043397990694981625]",0.007945807171838628,0.0,0.0079458071718386,1.2393867814067268e-16,0.02941176470588235,13,12,scarcity_mutable,14057
225,230,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,12,12,scarcity_mutable,14057
230,235,"[0.00012315708529686553,-0.0034812414091180965,0.009605399164341055,0.006121345133694722]","[0.0022474408856322393,-0.0014124638191038324,0.0009513920072790803,0.00018704313075235736]","[-0.002124283800335347,-0.002068777590014311,0.008654007157061851,0.0059343020029424005]",0.011910867674873617,0.0028259823882970272,0.01090413694511934,1.391081667005376e-16,0.048875855327468215,12,12,scarcity_mutable,14057
235,240,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,12,12,scarcity_mutable,14057
240,245,"[0.004139435804631941,-0.009894345021107809,0.015534363553651953,0.004632057280089419]","[0.0030363118323740537,-0.004832468527003236,-0.004763347222246225,0.0015183855624867637]","[0.0011031239722579071,-0.0050618764941045905,0.0202977107758982,0.0031136717176025418]",0.019437216823415055,0.0075872862792925235,0.021178562048608268,1.1835912890970245e-16,0.1039426523297491,12,11,scarcity_mutable,14057
245,250,"[-0.0018672140949647087,0.005107216317846108,-0.006438015331115876,-0.006293233630199846]","[-0.0031327288729615377,-0.0002012852175346674,-0.004541780368320647,-0.0022059140543056084]","[0.0012655147779968294,0.005308501535380835,-0.001896234962795093,-0.004087319575894222]",0.010517745857438742,0.005945446296059757,0.00707697707740273,1.495645795521121e-16,0.05037037037037038,11,11,scarcity_mutable,14057
250,255,"[-0.0036763706119062878,-0.007244204807860366,-0.009347361463676485,-0.0017861943217579168]","[0.0005216586049077357,0.0003705441915372418,-0.002585749719970759,-0.0002817050496208743]","[-0.004198029216813956,-0.00761474899939756,-0.006761611743705769,-0.001504489272137019]",0.012512308366645216,0.00267859852297186,0.011117136905320762,9.647328164870595e-17,0.06956521739130432,11,11,scarcity_mutable,14057
255,260,"[0.0007246876020716719,-0.0012673070596084801,-0.002734697015779386,-0.0033711963049113947]","[-4.6011508906365064e-05,-9.72769031986028e-05,-0.0003350499892831732,0.0020467348997510308]","[0.0007706991109779886,-0.0011700301564099447,-0.0023996470264962995,-0.005417931204662409]",0.004579822223437368,0.0020767672233606895,0.006088943428608788,1.2110611064262495e-16,0.06625258799171842,11,11,scarcity_mutable,14057
260,265,"[0.006602086593976653,0.006480660374763414,-0.002303380466123439,-0.00254934661235956]","[0.0012975574598331505,-0.0016244886792756376,0.000897090338823795,0.0010341037368678339]","[0.005304529134143561,0.008105149054039095,-0.003200470804947083,-0.0035834503492273564]",0.009868699813504467,0.002489329316357796,0.010812751745132456,1.722171794748568e-16,0.040476190476190506,11,11,scarcity_mutable,14057
