stepStart,stepEnd,totalVector,withinVector,reweightingVector,totalNorm,withinNorm,reweightingNorm,decompositionError,lineageTurnoverTV,lineageCountStart,lineageCountEnd,condition,seed
265,270,"[-0.0031865638911107164,-0.007260024009972055,-0.004604750353484288,0.0012052096704077142]","[0.0008754649732244185,-0.0016819257803897393,0.0012027480498973747,0.0003254477159822095]","[-0.004062028864335115,-0.005578098229582289,-0.0058074984033817095,0.0008797619544254641]",0.009247615596739481,0.0022688835001939698,0.00906180319557296,7.009683578049127e-17,0.036796536796536765,13,13,scarcity_mutable,14137
270,275,"[-0.0022734815201930214,-0.0036095716072304107,0.0017851783824592848,0.006125245660948131]","[0.0,0.0,0.0,0.0]","[-0.0022734815201929347,-0.0036095716072303656,0.0017851783824592788,0.006125245660948165]",0.007674843429969562,0.0,0.007674843429969541,1.0362704315345436e-16,0.04761904761904767,13,12,scarcity_mutable,14137
275,280,"[0.004631172506260994,0.010162463940519173,0.013883164907426138,-0.01124962986968614]","[0.0,0.0,0.0,0.0]","[0.004631172506261039,0.010162463940519166,0.013883164907426263,-0.011249629869686173]",0.021071779046317456,0.0,0.021071779046317563,1.36999230513026e-16,0.09999999999999995,12,10,scarcity_mutable,14137
280,285,"[-0.009758944541809589,-0.007316133975432737,0.009803149684665113,-0.012085275764256886]","[0.0026097905320379665,-0.0014595378807198093,-0.0030637302056148196,-0.00640341112398992]","[-0.01236873507384757,-0.005856596094713011,0.012866879890279823,-0.005681864640266949]",0.019771657718933962,0.007702686170551515,0.0196246148763444,1.3917845475784764e-16,0.15873015873015872,10,8,scarcity_mutable,14137
285,290,"[0.009832324100293888,0.006848678427481436,0.0041771069265976735,0.0029439464397026383]","[0.0031877260829055185,0.004865259612675717,-0.004063754679261969,-0.008084211595266852]","[0.00664459801738828,0.0019834188148057904,0.008240861605859766,0.011028158034969558]",0.013026666355301256,0.01075643657949231,0.015414820876636974,1.8150049544184735e-16,0.17142857142857143,8,7,scarcity_mutable,14137
290,295,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,7,7,scarcity_mutable,14137
295,300,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,7,7,scarcity_mutable,14137
300,305,"[0.006988022026884089,-0.001708128944681031,0.0030484356575266047,0.008839343882146966]","[0.0,0.0,0.0,0.0]","[0.006988022026884041,-0.0017081289446810289,0.0030484356575264226,0.008839343882146846]",0.01179733514675255,0.0,0.011797335146752384,2.2312490857168245e-16,0.09999999999999995,7,6,scarcity_mutable,14137
305,310,"[0.017293442313922158,0.025577563144381865,-0.006811567713479572,-0.013017623755703644]","[0.005279447571735488,0.004391275499170859,-0.0009560748359080229,0.0011478987251298603]","[0.012013994742186642,0.02118628764521104,-0.005855492877571423,-0.01416552248083346]",0.034192555716561636,0.0070276324425323595,0.028777485606723843,1.4080409682044282e-16,0.09722222222222224,6,6,scarcity_mutable,14137
310,315,"[-0.008547215328496116,-0.0013943252223324598,0.028381632390681255,0.010031453590626793]","[0.0,0.0,0.0,0.0]","[-0.008547215328496024,-0.0013943252223325422,0.028381632390681172,0.010031453590626807]",0.031323252560964646,0.0,0.03132325256096455,1.495614357417025e-16,0.12499999999999997,6,5,scarcity_mutable,14137
315,320,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,scarcity_mutable,14137
320,325,"[-0.003941550027213081,0.006633505447972088,0.005798499665620849,0.010237729782339222]","[-0.003636939391106372,0.006352985099873239,-0.00415109915827868,-0.001585051885909552]","[-0.0003046106361066798,0.0002805203480988512,0.009949598823899529,0.0118227816682488]",0.014070285022475537,0.0085633966109646,0.015457818812398778,3.8291835075400716e-17,0.11904761904761904,5,5,scarcity_mutable,14137
325,330,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,scarcity_mutable,14137
330,335,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,scarcity_mutable,14137
335,339,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,5,5,scarcity_mutable,14137
179,180,"[0.04488493814798988,0.05177094547605121,0.01609364633437893,0.03493337851071321]","[-0.0013036819654683814,-0.00014660275572770656,0.0037523444863042208,-0.0018465372171164542]","[0.04618862011345842,0.0519175482317791,0.012341301848074707,0.03677991572782949]",0.07857629957272086,0.004383020405287696,0.07958574228237127,2.968557427739414e-16,0.7301587301587301,23,4,neutral_bottleneck_mutable,14137
180,185,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,4,4,neutral_bottleneck_mutable,14137
185,190,"[-0.013565174586349649,0.00668447746673867,0.033678110495093894,-0.016110246836071873]","[-0.008810992620281313,0.005889829619359305,0.01927790641398598,0.006211820789814589]","[-0.004754181966068277,0.0007946478473793359,0.01440020408110788,-0.022322067625886413]",0.04027966459890649,0.022859310513025286,0.026997671974450608,8.866202062842315e-17,0.125,4,4,neutral_bottleneck_mutable,14137
190,195,"[0.017375801991707074,0.01060618554751469,-0.018417033321733778,-0.013892234868855435]","[0.008310022089855595,0.0033653991138767837,-0.016149200968956046,-0.012188001183302734]","[0.00906577990185151,0.007240786433637833,-0.0022678323527777523,-0.0017042336855526974]",0.03076671858922586,0.022129763738221207,0.011944238336605916,8.202876168273483e-17,0.075,4,4,neutral_bottleneck_mutable,14137
195,200,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,4,4,neutral_bottleneck_mutable,14137
200,205,"[-0.0165868267037107,-0.0094022016933894,-0.0002674742008456077,0.013393950031194701]","[-0.002169688387952688,0.004146105564905871,0.0019465724091091404,-0.0014876407786683994]","[-0.01441713831575809,-0.013548307258295283,-0.0022140466099548166,0.014881590809863097]",0.023302224285856564,0.005282041109876205,0.02485506496077069,1.0334716111785253e-16,0.11666666666666667,4,4,neutral_bottleneck_mutable,14137
205,210,"[0.011603025622702323,0.0069405649526559365,0.002193846657215781,-0.007535976372921027]","[0.005591113515265636,0.0018075976418863104,-0.004800065156199599,-0.0030907312820235857]","[0.006011912107436743,0.005132967310769704,0.006993911813415403,-0.004445245090897353]",0.015633475253817475,0.008192753196391286,0.011452748446244394,1.3232881835123186e-16,0.05128205128205128,4,4,neutral_bottleneck_mutable,14137
210,215,"[0.004064872582942414,0.0034255491944321648,0.011105068759812542,3.126996915647773e-05]","[-0.0013571486249485023,-0.0010291752222291587,0.005127031886881644,0.0038240054932704303]","[0.005422021207890808,0.004454724416661268,0.00597803687293085,-0.0037927355241140336]",0.012311827905318012,0.006618952183685392,0.009968181941418063,1.5418376540265693e-16,0.043956043956043966,4,4,neutral_bottleneck_mutable,14137
215,220,"[0.0021816690331871724,-0.004348439139568061,-0.009699801640291494,-0.0015840896087112588]","[0.0006927427285022557,-0.004070076539881386,-0.0009194936178521837,-0.002483969805357243]","[0.0014889263046850218,-0.000278362599686624,-0.008780308022439245,0.0008998801966459968]",0.010966498733430093,0.0049052003053476805,0.008955332523972178,1.346737965502395e-16,0.05238095238095235,4,4,neutral_bottleneck_mutable,14137
220,225,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,4,4,neutral_bottleneck_mutable,14137
225,230,"[-0.006103098850976818,-0.004363939471706602,-0.0024119151444547127,0.016608000277412993]","[-0.002290489497711712,0.0011712953973078265,0.00013634809280425514,0.00037254820885627006]","[-0.0038126093532651496,-0.0055352348690144194,-0.0025482632372590226,0.016235452068556762]",0.018383002779092255,0.0026030094155065063,0.017755516453556847,7.999031722899888e-17,0.05416666666666668,4,4,neutral_bottleneck_mutable,14137
230,235,"[0.004699156892170042,0.005023906781919052,0.011391845934139277,0.0016281306034484078]","[0.00036144159710966065,0.0010961781049482248,0.005632808507070828,0.005019589942632506]","[0.004337715295060423,0.0039277286769707894,0.005759037427068434,-0.003391459339184095]",0.01340696378378387,0.007632631350680836,0.008883205225402252,5.869931039739981e-17,0.03676470588235292,4,4,neutral_bottleneck_mutable,14137
235,240,"[0.007639376318773872,0.00630181053304657,0.00171726457466298,-0.007167046842591174]","[0.003630064171755794,0.002663311251486629,-0.003502178086336596,-0.00420058661027158]","[0.004009312147017916,0.0036384992815599333,0.005219442660999613,-0.0029664602323196]",0.012344571462693563,0.00708383878502112,0.00808428901731834,1.6578241836397975e-16,0.032679738562091526,4,4,neutral_bottleneck_mutable,14137
240,245,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,4,4,neutral_bottleneck_mutable,14137
245,250,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,4,4,neutral_bottleneck_mutable,14137
250,255,"[-0.005196406463387815,-0.002577275508459209,-0.0026987652498388637,-0.0064409223893985845]","[0.0016438188641019747,0.00030384855585078235,-0.0024395267264050785,-0.0008072880752282692]","[-0.006840225327489804,-0.0028811240643100513,-0.0002592385234337644,-0.005633634314170338]",0.009078204904012474,0.0030655291693475295,0.009321727232793774,6.896480394356995e-17,0.043859649122807015,4,4,neutral_bottleneck_mutable,14137
255,260,"[-0.0028081735059111157,0.0026351940733898016,0.007211078217196021,-0.005152774182881237]","[-0.0006612916996135577,0.0018660775998464289,0.0035278418579386232,0.002060155644838942]","[-0.002146881806297572,0.0007691164735432743,0.003683236359257389,-0.007212929827720186]",0.009663375035566829,0.0045397645066910675,0.00841387119094762,1.000374961005347e-16,0.03508771929824561,4,4,neutral_bottleneck_mutable,14137
260,265,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,4,4,neutral_bottleneck_mutable,14137
265,270,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,4,4,neutral_bottleneck_mutable,14137
270,275,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,4,4,neutral_bottleneck_mutable,14137
275,280,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,4,4,neutral_bottleneck_mutable,14137
280,285,"[-0.010893622385465207,-0.009502002247132102,-0.00681247293661591,0.005633615817427384]","[0.003150368212823436,-0.0005489543016387421,-0.005431394167388435,-0.0033031275655329507]","[-0.014043990598288682,-0.008953047945493224,-0.0013810787692275124,0.008936743382960223]",0.016944216419536914,0.007115958474961806,0.01895160943821964,1.8350799983696795e-16,0.09523809523809523,4,4,neutral_bottleneck_mutable,14137
285,290,"[-0.007087383599928221,-0.0059255701909861624,-0.002676024958487566,-0.007605658062464105]","[0.0020833894508641643,-0.0015427997946330424,-0.001395318052145182,0.001866734223674535]","[-0.009170773050792329,-0.004382770396353151,-0.001280706906342406,-0.009472392286138616]",0.012261750793520838,0.0034860223663613858,0.013952712299002653,7.191783606045211e-17,0.06211180124223602,4,4,neutral_bottleneck_mutable,14137
290,295,"[-0.005556643273404882,-0.0037623145483658416,-5.621767831165414e-05,-0.004053578324206331]","[-0.001574595799989219,-0.0017142336163664305,0.0005435071927480172,1.0143701668405039e-05]","[-0.00398204747341566,-0.002048080931999452,-0.0005997248710597133,-0.004063722025874765]",0.007840022505487541,0.0023902827841234156,0.006076581622022622,6.522041576533433e-17,0.02717391304347827,4,4,neutral_bottleneck_mutable,14137
295,300,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,4,4,neutral_bottleneck_mutable,14137
300,305,"[0.0021457854592967784,-0.0005479948878617247,0.0003984780269724042,0.013550760989040844]","[2.307045503681512e-05,4.437052895521932e-06,0.0020195915589722316,-0.0014433902617993187]","[0.0021227150042598016,-0.0005524319407572073,-0.001621113531999764,0.014994151250840278]",0.013736324171864286,0.0024824740575206416,0.015240199501817105,2.1171945134990854e-16,0.041666666666666685,4,4,neutral_bottleneck_mutable,14137
305,310,"[0.0014011916102060207,0.004076857973043968,0.0013941547530607612,-0.011125973756504481]","[-0.0005063184339464932,0.0015377235118679926,-0.000797101442576005,-0.0003181897799899507]","[0.001907510044152648,0.002539134461176125,0.002191256195636785,-0.010807783976514534]",0.012013120675610991,0.0018323666121582937,0.011475870188286216,2.0143064168210042e-16,0.03442028985507248,4,4,neutral_bottleneck_mutable,14137
310,315,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,4,4,neutral_bottleneck_mutable,14137
315,320,"[0.008499440759770716,-0.0027801612686881305,-0.0013691773742525726,0.0033863937648801468]","[0.003978893301149392,-0.005103611399581624,-0.002018429472910924,-0.0009681293128635031]","[0.004520547458621434,0.0023234501308935767,0.0006492520986583739,0.004354523077743679]",0.009659818803774204,0.006847610760214984,0.0067243712983901084,1.4348218656879054e-16,0.029644268774703567,4,4,neutral_bottleneck_mutable,14137
320,325,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,4,4,neutral_bottleneck_mutable,14137
325,330,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,4,4,neutral_bottleneck_mutable,14137
330,335,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,4,4,neutral_bottleneck_mutable,14137
335,339,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,4,4,neutral_bottleneck_mutable,14137
179,180,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,34,34,scarcity_mutable,14153
180,185,"[-0.0004346545790164802,-0.001518959335412906,-0.0005767809086599796,0.001068626756003499]","[-0.00036246836403884,-0.00027621080487191346,-0.00020244120674961155,-0.0003206230863323143]","[-7.218621497760775e-05,-0.0012427485305410095,-0.00037433970191041316,0.0013892498423357569]",0.00199268698644298,0.000592838366957201,0.0019025719688492559,8.093066315172037e-17,0.013153153153153154,34,34,scarcity_mutable,14153
185,190,"[0.002072018670371878,-0.005441240188164331,0.007312368575093264,0.0024259223330973523]","[0.00028421667134642523,-0.001277712729507574,0.0014746858296365982,0.0006105236998037028]","[0.00178780199902525,-0.004163527458656747,0.005837682745456808,0.0018153986332936742]",0.00965692443275271,0.002064162401452444,0.007609560363192874,2.484465305843868e-16,0.04864864864864864,34,32,scarcity_mutable,14153
190,195,"[4.0415273353633374e-05,-0.0024885532858423542,-0.002222967883533211,-0.0025903816778106714]","[-0.0004979615646396987,0.00024630219627347854,-0.0003564043249334326,0.0005187456708176057]","[0.0005383768379933138,-0.002734855482115775,-0.0018665635585999058,-0.0031091273486283143]",0.004224475624116487,0.0008394948514260344,0.004573840455900059,1.4577488298902738e-16,0.02731092436974789,32,31,scarcity_mutable,14153
195,200,"[0.004642409624531996,-0.0030014824005809015,0.0017025400812214486,-0.0016481578553439458]","[-2.6519116705971338e-05,0.00022167090252457716,-2.6002440316708194e-05,-0.0005307012638184515]","[0.004668928741238039,-0.003223153303105486,0.0017285425215381885,-0.001117456591525367]",0.006014643029078425,0.0005763342874563782,0.006035244923678534,1.496186427517219e-16,0.02896613190730838,31,30,scarcity_mutable,14153
200,205,"[2.2986252982137856e-05,-0.0002686319772857715,-0.001850997762669837,-0.001726232247762749]","[0.0,0.0,0.0,0.0]","[2.2986252982172686e-05,-0.000268631977285765,-0.0018509977626698234,-0.0017262322477626883]",0.0025453412340335426,0.0,0.002545341234033491,7.161297439076717e-17,0.015151515151515166,30,29,scarcity_mutable,14153
205,210,"[0.0035577703561316953,-0.0018735559119079648,0.004777814910486622,-0.004512978159964265]","[-0.0003169900468066518,-3.869861209518637e-05,0.000581319859596051,-5.5067549857759185e-05]","[0.0038747604029382714,-0.0018348572998128964,0.004196495050890614,-0.004457910610106548]",0.007704701736809639,0.0006655414987517203,0.0074742228499493505,1.526069922332891e-16,0.043176178660049594,29,28,scarcity_mutable,14153
210,215,"[0.0027587289144265226,0.0021368866017743016,-0.0024551522390489633,-0.0004544490976637894]","[-0.00031580460585221956,0.0001658670877188551,0.000514198262612892,0.00020119535426883938]","[0.0030745335202787714,0.0019710195140554437,-0.002969350501661767,-0.0006556444519326618]",0.004290823472412962,0.0006573612885767542,0.004752324309343187,9.859261473513741e-17,0.03172043010752689,28,27,scarcity_mutable,14153
215,220,"[0.003950921777255867,0.0001739317873636348,-0.003725454695577668,0.0025915236132575403]","[0.0027053723090952188,0.0010743723431701734,-1.62303383429911e-05,-0.00029294753913022473]","[0.0012455494681606143,-0.0009004405558065847,-0.0037092243572347727,0.0028844711523877205]",0.006019555007101711,0.002925644706240549,0.004943754224618889,1.2024481533099172e-16,0.05119047619047616,27,26,scarcity_mutable,14153
220,225,"[0.001507597237128122,-0.001662756702166035,0.0048298059132625415,-0.006043099546695074]","[-0.0003556463407661544,9.816997737821959e-05,-0.00046708035798800885,0.002158364997675525]","[0.001863243577894266,-0.0017609266795441262,0.005296886271250633,-0.008201464544370474]",0.008055041065757917,0.0022389339401080754,0.010094234207924045,1.9742532655645073e-16,0.07703081232492996,26,23,scarcity_mutable,14153
225,230,"[0.0006303166483928591,-0.0009222648686984525,0.00027880836357968564,-0.0036261330945083214]","[-0.00021210705978900237,-0.0004156304703891514,0.0007065640467115658,3.67535852294485e-05]","[0.0008424237081818767,-0.0005066343983092265,-0.00042775568313187283,-0.0036628866797376886]",0.003804529785396227,0.0008475385954992758,0.0038165520919684116,1.117870802247447e-16,0.01921568627450982,23,23,scarcity_mutable,14153
230,235,"[-0.0027905664091919524,-0.0002717320412659596,-0.0031212857460691246,0.0004946143359823019]","[-0.0003677244501474416,-0.0007212507499592147,0.001917869333949851,-0.00014210238622828938]","[-0.002422841959044599,0.0004495187086931288,-0.005039155080019029,0.0006367167222105213]",0.004224709130382178,0.0020865856766090355,0.005645416046032063,1.7744322511569386e-16,0.035833333333333314,23,22,scarcity_mutable,14153
235,240,"[0.0030300136002104905,0.0020439828215343403,0.0031529499368759817,-0.004686606099882307]","[0.0013697738676489697,0.00020397707685521776,0.0010561567599752177,0.00040878308042546074]","[0.0016602397325615752,0.0018400057446792187,0.0020967931769007788,-0.005095389180307778]",0.006727868773399814,0.001788982337771923,0.006041651234184565,1.1216499854425494e-16,0.05277777777777777,22,21,scarcity_mutable,14153
240,245,"[0.0036324989311169453,-4.462731671467379e-05,0.0017607463932314271,0.0007812534794358061]","[0.0027024788276646715,-0.0009941096947290592,0.0015451115600178039,-0.00016539767299774593]","[0.0009300201034521853,0.0009494823780143453,0.00021563483321356122,0.0009466511524335031]",0.00411188824536501,0.003272059293818473,0.0016459346781338893,1.2523562930007307e-16,0.06720867208672089,21,20,scarcity_mutable,14153
245,250,"[0.006301765855695973,-0.0004153158593391826,0.0021514414500821144,-0.01048074665314519]","[0.00025253983490607134,0.0007741173496246014,-7.50012329576164e-05,0.0001091828160272701]","[0.006049226020789916,-0.0011894332089637566,0.0022264426830397575,-0.010589929469172464]",0.012424149503429995,0.0008249727943787058,0.012454378346272298,4.109912848659439e-17,0.08437705998681613,20,18,scarcity_mutable,14153
250,255,"[0.0006197081333954024,0.002799940770204179,0.0018411823547990203,-0.0009557703483091262]","[-2.8830180748905043e-05,-0.0003221170037017719,0.0001804006967659991,0.001600539484149176]","[0.0006485383141442036,0.0031220577739059178,0.001660781658032998,-0.002556309832458361]",0.0035393722479527636,0.0016428212304173545,0.00441143540853785,1.2596077743007442e-16,0.02552552552552549,18,18,scarcity_mutable,14153
255,260,"[0.0057747816371501726,0.0009058742755515548,-0.00446934897936907,-0.00394707394078464]","[0.0003887031596225941,-0.0011461306022781566,0.0006355244380113888,0.0018503399155404873]","[0.00538607847752759,0.0020520048778297456,-0.005104873417380441,-0.005797413856325172]",0.008350040967161862,0.0023005118165597732,0.009637961683556932,5.982438566577654e-17,0.07323232323232326,18,16,scarcity_mutable,14153
260,265,"[-0.0016254467574262632,-0.00144297313892916,-0.0025365568933326532,0.0035049091438104085]","[0.0008872936625272244,-0.0002020944542768634,0.00035936450464406236,0.0015277418112891277]","[-0.002512740419953521,-0.0012408786846523218,-0.0028959213979767133,0.0019771673325213353]",0.004841772157007994,0.001814185795658619,0.0044887855520331565,6.883650737754403e-17,0.048875855327468215,16,16,scarcity_mutable,14153
265,270,"[0.004027411676219894,-0.01287803963086892,-0.0006122779343175067,0.005193176443330616]","[-0.0001291338919731802,-0.007175940448515561,-0.0010722700184994955,0.0024983927617198095]","[0.004156545568193157,-0.005702099182353367,0.00045999208418196413,0.0026947836816107987]",0.014470933466241872,0.007674798125493901,0.007567315108679367,8.665916125509927e-17,0.076036866359447,16,15,scarcity_mutable,14153
270,275,"[0.005947745388610426,-0.010927052562826611,0.0006481718082128052,-0.011002692808598169]","[9.037525308359918e-05,-0.001149256895400192,0.0006842551542903612,0.00038397599486804347]","[0.005857370135526882,-0.009777795667426458,-3.608334607751659e-05,-0.011386668803466225]",0.016620936455322,0.0013944897915734778,0.01611122594547668,7.901208412575301e-17,0.13095238095238096,15,13,scarcity_mutable,14153
275,280,"[-0.0029521348773282607,0.0002460967741768627,0.00443435403446496,0.006764697407312614]","[-0.0002995173745672676,-0.0009730713570891727,-0.0020839662624690765,-0.0008981955642918277]","[-0.0026526175027609686,0.0012191681312659804,0.006518320296934143,0.007662892971604416]",0.008613959059089836,0.0024872171554727344,0.010475265091439758,1.2522868327402515e-16,0.07196969696969698,13,13,scarcity_mutable,14153
280,285,"[0.010729670902410393,-0.0013204804591482322,0.003915066436275039,-0.0002235659815307267]","[0.001453988319178122,-0.0004318907930283122,9.164119166867252e-05,-0.0003032752657083495]","[0.00927568258323239,-0.0008885896661199426,0.0038234252446063786,7.970928417763701e-05]",0.01149987970656953,0.001549511434036538,0.010072378723553503,1.2154254531253363e-16,0.11483253588516745,13,11,scarcity_mutable,14153
285,290,"[-0.006033405316727469,-0.010176643257370499,-0.006730964842108389,0.01264908529812725]","[0.0024433742384727055,-0.002610213992256938,0.002838642499831957,0.006827483627689347]","[-0.008476779555200185,-0.00756642926511354,-0.009569607341940397,0.005821601670437937]",0.01858147718263265,0.008213143045316104,0.01595540893050353,6.606199623563352e-17,0.11842105263157895,11,10,scarcity_mutable,14153
290,295,"[0.00815014763656896,-0.006247501318680959,0.005728291283932152,0.007983835901495318]","[0.0,0.0,0.0,0.0]","[0.00815014763656901,-0.006247501318680995,0.005728291283932109,0.007983835901495323]",0.014213062159871444,0.0,0.014213062159871474,7.437595293790607e-17,0.0625,10,9,scarcity_mutable,14153
295,300,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,9,9,scarcity_mutable,14153
300,305,"[0.025499720148008054,0.003908228529111046,0.009719535883495334,-0.012152451157794397]","[0.001287645914682975,-0.0009964485272226696,-0.00011321836373114432,-0.00025441185597516224]","[0.024212074233325026,0.00490467705633377,0.009832754247226532,-0.011898039301819194]",0.030127419816433288,0.0016518127797515878,0.029129483191793055,1.0112113675429574e-16,0.1230769230769231,9,8,scarcity_mutable,14153
305,310,"[0.01230779546518146,0.0052748422601504585,0.007958570064154236,-0.021534184674111223]","[0.0,0.0,0.0,0.0]","[0.012307795465181423,0.005274842260150401,0.007958570064154196,-0.0215341846741112]",0.026577541969245184,0.0,0.02657754196924512,8.237653663772775e-17,0.07692307692307689,8,7,scarcity_mutable,14153
310,315,"[0.0073660331517300115,0.0035985477800559162,0.02153705633365738,0.02211834672156532]","[0.005106090845662425,0.002133436589597156,0.0008890033504117841,0.0073775023199937895]","[0.002259942306067582,0.0014651111904588204,0.020648052983245724,0.014740844401571545]",0.03194172894087359,0.009265073277883272,0.02551251605971915,1.4569418268587347e-16,0.15000000000000002,7,6,scarcity_mutable,14153
315,320,"[-0.003110731840015979,0.003495027953012153,-0.00801739396447898,0.012865194700375893]","[-0.005250856005254488,-0.0008694171512635292,-0.0004383062267915633,-0.0013975383584077822]","[0.002140124165238467,0.004364445104275659,-0.007579087737687496,0.014262733058783592]",0.01586454265439346,0.00552019934264096,0.016867028124496523,1.2483080257970187e-16,0.07777777777777774,6,6,scarcity_mutable,14153
320,325,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,6,6,scarcity_mutable,14153
325,330,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,6,6,scarcity_mutable,14153
330,335,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,6,6,scarcity_mutable,14153
335,339,"[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",0.0,0.0,0.0,0.0,0.0,6,6,scarcity_mutable,14153
179,180,"[0.002019735736992434,0.0072031252899038,0.007357755540235822,0.00971686854499798]","[0.002874520942627925,0.0019250721783580789,0.0001653064614557658,-0.0194715244156428]","[-0.0008547852056357283,0.00527805311154559,0.007192449078780069,0.029188392960640786]",0.01430099462624814,0.019777167715238384,0.0305332951017688,2.7137786128043157e-16,0.7066666666666669,34,7,neutral_bottleneck_mutable,14153
180,185,"[0.021178553319818105,0.00012438397266384404,0.004459209959333299,-0.01723058603699129]","[0.004125112411835059,0.0015042129739806875,-0.0014176015392082359,-0.002349807097661829]","[0.017053440907983025,-0.0013798290013168138,0.005876811498541577,-0.014880778939329401]",0.027664494225136498,0.005177875684250728,0.023424309383747555,8.336182257870286e-17,0.12121212121212119,7,7,neutral_bottleneck_mutable,14153
185,190,"[-0.011308873254476492,0.005394550118783981,-0.003465213759668462,-0.014976785753206712]","[-0.0022967082674133586,0.0015903491508807764,0.0030687129681201326,-0.0032875378720031625]","[-0.009012164987063151,0.0038042009679032157,-0.006533926727788636,-0.011689247881203546]",0.019831883500251234,0.005294240628067054,0.01658378054819151,4.623330971859194e-17,0.07575757575757577,7,7,neutral_bottleneck_mutable,14153
190,195,"[0.009158376287925263,-0.004094861109710635,0.0046924165188544364,-0.012350151013472865]","[0.003611284505235492,0.0007601600715367217,-0.00265776355865485,0.0004949707589168894]","[0.00554709178268983,-0.004855021181247298,0.007350180077509309,-0.012845121772389721]",0.01658881389916275,0.00457470461319735,0.01653371580847089,9.311119167576294e-17,0.05769230769230766,7,7,neutral_bottleneck_mutable,14153
