condition,seed,founderId,stepStart,stepEnd,pStart,pEnd,deltaP,muStart,muEnd,midpoint,fluxVector,fluxMagnitude,sourceCell,targetCell,midpointCell,crossesCellBoundary
neutral_bottleneck_mutable,14101,46,290,295,0.35294117647058826,0.35294117647058826,0.0,"[0.6904370825497642,0.4148001410002888,0.3578354751591591,0.35016041466497]","[0.6904370825497642,0.4148001410002888,0.3578354751591591,0.35016041466497]","[0.6904370825497642,0.4148001410002888,0.3578354751591591,0.35016041466497]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.1,2.1.1.1,2.1.1.1,False
neutral_bottleneck_mutable,14101,17,295,300,0.23529411764705882,0.23529411764705882,0.0,"[0.5361406781782382,0.326132205152432,0.43033039659656813,0.5517684918202606]","[0.5361406781782382,0.326132205152432,0.43033039659656813,0.5517684918202606]","[0.5361406781782382,0.326132205152432,0.43033039659656813,0.5517684918202606]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.2,2.1.1.2,2.1.1.2,False
neutral_bottleneck_mutable,14101,34,295,300,0.4117647058823529,0.4117647058823529,0.0,"[0.5015626147271189,0.4415345266992577,0.5529385347706544,0.3635520829688374]","[0.5015626147271189,0.4415345266992577,0.5529385347706544,0.3635520829688374]","[0.5015626147271189,0.4415345266992577,0.5529385347706544,0.3635520829688374]","[0.0,0.0,0.0,0.0]",0.0,2.1.2.1,2.1.2.1,2.1.2.1,False
neutral_bottleneck_mutable,14101,46,295,300,0.35294117647058826,0.35294117647058826,0.0,"[0.6904370825497642,0.4148001410002888,0.3578354751591591,0.35016041466497]","[0.6904370825497642,0.4148001410002888,0.3578354751591591,0.35016041466497]","[0.6904370825497642,0.4148001410002888,0.3578354751591591,0.35016041466497]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.1,2.1.1.1,2.1.1.1,False
neutral_bottleneck_mutable,14101,17,300,305,0.23529411764705882,0.2222222222222222,-0.01307189542483661,"[0.5361406781782382,0.326132205152432,0.43033039659656813,0.5517684918202606]","[0.5361406781782382,0.326132205152432,0.43033039659656813,0.5517684918202606]","[0.5361406781782382,0.326132205152432,0.43033039659656813,0.5517684918202606]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.2,2.1.1.2,2.1.1.2,False
neutral_bottleneck_mutable,14101,34,300,305,0.4117647058823529,0.3888888888888889,-0.022875816993464027,"[0.5015626147271189,0.4415345266992577,0.5529385347706544,0.3635520829688374]","[0.5015626147271189,0.4415345266992577,0.5529385347706544,0.3635520829688374]","[0.5015626147271189,0.4415345266992577,0.5529385347706544,0.3635520829688374]","[0.0,0.0,0.0,0.0]",0.0,2.1.2.1,2.1.2.1,2.1.2.1,False
neutral_bottleneck_mutable,14101,46,300,305,0.35294117647058826,0.3888888888888889,0.03594771241830064,"[0.6904370825497642,0.4148001410002888,0.3578354751591591,0.35016041466497]","[0.6702530349058632,0.4188637796020996,0.3634252177151111,0.3505552606946964]","[0.6803450587278137,0.4168319603011942,0.3606303464371351,0.3503578376798332]","[-0.007486566691446949,0.0015072646447893015,0.002073319542812267,0.0001464543280194298]",0.00791458339596707,2.1.1.1,2.1.1.1,2.1.1.1,False
neutral_bottleneck_mutable,14101,17,305,310,0.2222222222222222,0.2222222222222222,0.0,"[0.5361406781782382,0.326132205152432,0.43033039659656813,0.5517684918202606]","[0.5361406781782382,0.326132205152432,0.43033039659656813,0.5517684918202606]","[0.5361406781782382,0.326132205152432,0.43033039659656813,0.5517684918202606]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.2,2.1.1.2,2.1.1.2,False
neutral_bottleneck_mutable,14101,34,305,310,0.3888888888888889,0.3888888888888889,0.0,"[0.5015626147271189,0.4415345266992577,0.5529385347706544,0.3635520829688374]","[0.5015626147271189,0.4415345266992577,0.5529385347706544,0.3635520829688374]","[0.5015626147271189,0.4415345266992577,0.5529385347706544,0.3635520829688374]","[0.0,0.0,0.0,0.0]",0.0,2.1.2.1,2.1.2.1,2.1.2.1,False
neutral_bottleneck_mutable,14101,46,305,310,0.3888888888888889,0.3888888888888889,0.0,"[0.6702530349058632,0.4188637796020996,0.3634252177151111,0.3505552606946964]","[0.6702530349058632,0.4188637796020996,0.3634252177151111,0.3505552606946964]","[0.6702530349058632,0.4188637796020996,0.3634252177151111,0.3505552606946964]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.1,2.1.1.1,2.1.1.1,False
neutral_bottleneck_mutable,14101,17,310,315,0.2222222222222222,0.2222222222222222,0.0,"[0.5361406781782382,0.326132205152432,0.43033039659656813,0.5517684918202606]","[0.5361406781782382,0.326132205152432,0.43033039659656813,0.5517684918202606]","[0.5361406781782382,0.326132205152432,0.43033039659656813,0.5517684918202606]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.2,2.1.1.2,2.1.1.2,False
neutral_bottleneck_mutable,14101,34,310,315,0.3888888888888889,0.3888888888888889,0.0,"[0.5015626147271189,0.4415345266992577,0.5529385347706544,0.3635520829688374]","[0.5015626147271189,0.4415345266992577,0.5529385347706544,0.3635520829688374]","[0.5015626147271189,0.4415345266992577,0.5529385347706544,0.3635520829688374]","[0.0,0.0,0.0,0.0]",0.0,2.1.2.1,2.1.2.1,2.1.2.1,False
neutral_bottleneck_mutable,14101,46,310,315,0.3888888888888889,0.3888888888888889,0.0,"[0.6702530349058632,0.4188637796020996,0.3634252177151111,0.3505552606946964]","[0.6702530349058632,0.4188637796020996,0.3634252177151111,0.3505552606946964]","[0.6702530349058632,0.4188637796020996,0.3634252177151111,0.3505552606946964]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.1,2.1.1.1,2.1.1.1,False
neutral_bottleneck_mutable,14101,17,315,320,0.2222222222222222,0.21052631578947367,-0.011695906432748537,"[0.5361406781782382,0.326132205152432,0.43033039659656813,0.5517684918202606]","[0.5361406781782382,0.326132205152432,0.43033039659656813,0.5517684918202606]","[0.5361406781782382,0.326132205152432,0.43033039659656813,0.5517684918202606]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.2,2.1.1.2,2.1.1.2,False
neutral_bottleneck_mutable,14101,34,315,320,0.3888888888888889,0.42105263157894735,0.03216374269005845,"[0.5015626147271189,0.4415345266992577,0.5529385347706544,0.3635520829688374]","[0.5056862432955574,0.44844648453704766,0.5518483262514516,0.361716966009459]","[0.5036244290113382,0.4449905056181527,0.5523934305110529,0.36263452448914824]","[0.0016699489962828462,0.002799140820274594,-0.0004415025728350187,-0.0007431687101576188]",0.0033721125775233083,2.1.2.1,2.1.2.1,2.1.2.1,False
neutral_bottleneck_mutable,14101,46,315,320,0.3888888888888889,0.3684210526315789,-0.020467836257309968,"[0.6702530349058632,0.4188637796020996,0.3634252177151111,0.3505552606946964]","[0.6702530349058632,0.4188637796020996,0.3634252177151111,0.3505552606946964]","[0.6702530349058632,0.4188637796020996,0.3634252177151111,0.3505552606946964]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.1,2.1.1.1,2.1.1.1,False
neutral_bottleneck_mutable,14101,17,320,325,0.21052631578947367,0.21052631578947367,0.0,"[0.5361406781782382,0.326132205152432,0.43033039659656813,0.5517684918202606]","[0.5361406781782382,0.326132205152432,0.43033039659656813,0.5517684918202606]","[0.5361406781782382,0.326132205152432,0.43033039659656813,0.5517684918202606]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.2,2.1.1.2,2.1.1.2,False
neutral_bottleneck_mutable,14101,34,320,325,0.42105263157894735,0.42105263157894735,0.0,"[0.5056862432955574,0.44844648453704766,0.5518483262514516,0.361716966009459]","[0.5056862432955574,0.44844648453704766,0.5518483262514516,0.361716966009459]","[0.5056862432955574,0.44844648453704766,0.5518483262514516,0.361716966009459]","[0.0,0.0,0.0,0.0]",0.0,2.1.2.1,2.1.2.1,2.1.2.1,False
neutral_bottleneck_mutable,14101,46,320,325,0.3684210526315789,0.3684210526315789,0.0,"[0.6702530349058632,0.4188637796020996,0.3634252177151111,0.3505552606946964]","[0.6702530349058632,0.4188637796020996,0.3634252177151111,0.3505552606946964]","[0.6702530349058632,0.4188637796020996,0.3634252177151111,0.3505552606946964]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.1,2.1.1.1,2.1.1.1,False
neutral_bottleneck_mutable,14101,17,325,330,0.21052631578947367,0.2,-0.010526315789473661,"[0.5361406781782382,0.326132205152432,0.43033039659656813,0.5517684918202606]","[0.5361406781782382,0.326132205152432,0.43033039659656813,0.5517684918202606]","[0.5361406781782382,0.326132205152432,0.43033039659656813,0.5517684918202606]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.2,2.1.1.2,2.1.1.2,False
neutral_bottleneck_mutable,14101,34,325,330,0.42105263157894735,0.45,0.028947368421052666,"[0.5056862432955574,0.44844648453704766,0.5518483262514516,0.361716966009459]","[0.5016882248827339,0.4309519218910249,0.5380509629234017,0.36252446432607033]","[0.5036872340891456,0.43969920321403627,0.5449496445874267,0.3621207151677647]","[-0.0017412422297955175,-0.007619342415570448,-0.006009114817874376,0.0003516867668399259]",0.009865061977752694,2.1.2.1,2.1.2.1,2.1.2.1,False
neutral_bottleneck_mutable,14101,46,325,330,0.3684210526315789,0.35,-0.01842105263157895,"[0.6702530349058632,0.4188637796020996,0.3634252177151111,0.3505552606946964]","[0.6702530349058632,0.4188637796020996,0.3634252177151111,0.3505552606946964]","[0.6702530349058632,0.4188637796020996,0.3634252177151111,0.3505552606946964]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.1,2.1.1.1,2.1.1.1,False
neutral_bottleneck_mutable,14101,17,330,335,0.2,0.2,0.0,"[0.5361406781782382,0.326132205152432,0.43033039659656813,0.5517684918202606]","[0.5361406781782382,0.326132205152432,0.43033039659656813,0.5517684918202606]","[0.5361406781782382,0.326132205152432,0.43033039659656813,0.5517684918202606]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.2,2.1.1.2,2.1.1.2,False
neutral_bottleneck_mutable,14101,34,330,335,0.45,0.45,0.0,"[0.5016882248827339,0.4309519218910249,0.5380509629234017,0.36252446432607033]","[0.5016882248827339,0.4309519218910249,0.5380509629234017,0.36252446432607033]","[0.5016882248827339,0.4309519218910249,0.5380509629234017,0.36252446432607033]","[0.0,0.0,0.0,0.0]",0.0,2.1.2.1,2.1.2.1,2.1.2.1,False
neutral_bottleneck_mutable,14101,46,330,335,0.35,0.35,0.0,"[0.6702530349058632,0.4188637796020996,0.3634252177151111,0.3505552606946964]","[0.6702530349058632,0.4188637796020996,0.3634252177151111,0.3505552606946964]","[0.6702530349058632,0.4188637796020996,0.3634252177151111,0.3505552606946964]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.1,2.1.1.1,2.1.1.1,False
neutral_bottleneck_mutable,14101,17,335,339,0.2,0.2,0.0,"[0.5361406781782382,0.326132205152432,0.43033039659656813,0.5517684918202606]","[0.5361406781782382,0.326132205152432,0.43033039659656813,0.5517684918202606]","[0.5361406781782382,0.326132205152432,0.43033039659656813,0.5517684918202606]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.2,2.1.1.2,2.1.1.2,False
neutral_bottleneck_mutable,14101,34,335,339,0.45,0.45,0.0,"[0.5016882248827339,0.4309519218910249,0.5380509629234017,0.36252446432607033]","[0.5016882248827339,0.4309519218910249,0.5380509629234017,0.36252446432607033]","[0.5016882248827339,0.4309519218910249,0.5380509629234017,0.36252446432607033]","[0.0,0.0,0.0,0.0]",0.0,2.1.2.1,2.1.2.1,2.1.2.1,False
neutral_bottleneck_mutable,14101,46,335,339,0.35,0.35,0.0,"[0.6702530349058632,0.4188637796020996,0.3634252177151111,0.3505552606946964]","[0.6702530349058632,0.4188637796020996,0.3634252177151111,0.3505552606946964]","[0.6702530349058632,0.4188637796020996,0.3634252177151111,0.3505552606946964]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.1,2.1.1.1,2.1.1.1,False
scarcity_mutable,14119,0,179,180,0.014285714285714285,0.014285714285714285,0.0,"[0.7125139430788389,0.42322671826641806,0.3551131053465352,0.37382405027870624]","[0.7125139430788389,0.42322671826641806,0.3551131053465352,0.37382405027870624]","[0.7125139430788389,0.42322671826641806,0.3551131053465352,0.37382405027870624]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.1,2.1.1.1,2.1.1.1,False
scarcity_mutable,14119,3,179,180,0.07142857142857142,0.07142857142857142,0.0,"[0.5296671094571652,0.45323561839077275,0.3838003754075056,0.4820076422005169]","[0.5296671094571652,0.45323561839077275,0.3838003754075056,0.4820076422005169]","[0.5296671094571652,0.45323561839077275,0.3838003754075056,0.4820076422005169]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.1,2.1.1.1,2.1.1.1,False
scarcity_mutable,14119,4,179,180,0.014285714285714285,0.014285714285714285,0.0,"[0.5746443615909042,0.4438849939733249,0.4701725951728954,0.4284902053909483]","[0.5746443615909042,0.4438849939733249,0.4701725951728954,0.4284902053909483]","[0.5746443615909042,0.4438849939733249,0.4701725951728954,0.4284902053909483]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.1,2.1.1.1,2.1.1.1,False
scarcity_mutable,14119,9,179,180,0.02857142857142857,0.02857142857142857,0.0,"[0.38082071829069497,0.3807697778706053,0.5189676007645416,0.4201221446616378]","[0.38082071829069497,0.3807697778706053,0.5189676007645416,0.4201221446616378]","[0.38082071829069497,0.3807697778706053,0.5189676007645416,0.4201221446616378]","[0.0,0.0,0.0,0.0]",0.0,1.1.2.1,1.1.2.1,1.1.2.1,False
scarcity_mutable,14119,11,179,180,0.02857142857142857,0.02857142857142857,0.0,"[0.4724580852466407,0.5116987179644468,0.37917129138111755,0.4386767521363484]","[0.4724580852466407,0.5116987179644468,0.37917129138111755,0.4386767521363484]","[0.4724580852466407,0.5116987179644468,0.37917129138111755,0.4386767521363484]","[0.0,0.0,0.0,0.0]",0.0,1.2.1.1,1.2.1.1,1.2.1.1,False
scarcity_mutable,14119,15,179,180,0.02857142857142857,0.02857142857142857,0.0,"[0.6615400091008281,0.4607749175030327,0.400182425382248,0.42232995966257836]","[0.6615400091008281,0.4607749175030327,0.400182425382248,0.42232995966257836]","[0.6615400091008281,0.4607749175030327,0.400182425382248,0.42232995966257836]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.1,2.1.1.1,2.1.1.1,False
scarcity_mutable,14119,16,179,180,0.04285714285714286,0.04285714285714286,0.0,"[0.5320322954563429,0.44598583207984044,0.30747060250565217,0.43485446955125745]","[0.5320322954563429,0.44598583207984044,0.30747060250565217,0.43485446955125745]","[0.5320322954563429,0.44598583207984044,0.30747060250565217,0.43485446955125745]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.1,2.1.1.1,2.1.1.1,False
scarcity_mutable,14119,18,179,180,0.014285714285714285,0.014285714285714285,0.0,"[0.5460856882175101,0.35303195035897234,0.26569951013328863,0.44222139299971297]","[0.5460856882175101,0.35303195035897234,0.26569951013328863,0.44222139299971297]","[0.5460856882175101,0.35303195035897234,0.26569951013328863,0.44222139299971297]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.1,2.1.1.1,2.1.1.1,False
scarcity_mutable,14119,20,179,180,0.014285714285714285,0.014285714285714285,0.0,"[0.5359116009589507,0.4509557116449921,0.38461651626502324,0.4493255176590194]","[0.5359116009589507,0.4509557116449921,0.38461651626502324,0.4493255176590194]","[0.5359116009589507,0.4509557116449921,0.38461651626502324,0.4493255176590194]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.1,2.1.1.1,2.1.1.1,False
scarcity_mutable,14119,21,179,180,0.014285714285714285,0.014285714285714285,0.0,"[0.37355677532379156,0.5101590845547636,0.45633127596026624,0.2979954055609295]","[0.37355677532379156,0.5101590845547636,0.45633127596026624,0.2979954055609295]","[0.37355677532379156,0.5101590845547636,0.45633127596026624,0.2979954055609295]","[0.0,0.0,0.0,0.0]",0.0,1.2.1.1,1.2.1.1,1.2.1.1,False
scarcity_mutable,14119,26,179,180,0.014285714285714285,0.014285714285714285,0.0,"[0.4494658042585231,0.5792772162139239,0.44145807589987907,0.2721271759097479]","[0.4494658042585231,0.5792772162139239,0.44145807589987907,0.2721271759097479]","[0.4494658042585231,0.5792772162139239,0.44145807589987907,0.2721271759097479]","[0.0,0.0,0.0,0.0]",0.0,1.2.1.1,1.2.1.1,1.2.1.1,False
scarcity_mutable,14119,33,179,180,0.014285714285714285,0.014285714285714285,0.0,"[0.369733070475311,0.44263594051413496,0.4592630388989663,0.40095139905207033]","[0.369733070475311,0.44263594051413496,0.4592630388989663,0.40095139905207033]","[0.369733070475311,0.44263594051413496,0.4592630388989663,0.40095139905207033]","[0.0,0.0,0.0,0.0]",0.0,1.1.1.1,1.1.1.1,1.1.1.1,False
scarcity_mutable,14119,34,179,180,0.04285714285714286,0.04285714285714286,0.0,"[0.6617529631653281,0.45905131189544357,0.5460843920537425,0.5374311125731204]","[0.6617529631653281,0.45905131189544357,0.5460843920537425,0.5374311125731204]","[0.6617529631653281,0.45905131189544357,0.5460843920537425,0.5374311125731204]","[0.0,0.0,0.0,0.0]",0.0,2.1.2.2,2.1.2.2,2.1.2.2,False
scarcity_mutable,14119,35,179,180,0.07142857142857142,0.07142857142857142,0.0,"[0.6256468273299381,0.5061888296407628,0.2391239715309378,0.5749161668894924]","[0.6256468273299381,0.5061888296407628,0.2391239715309378,0.5749161668894924]","[0.6256468273299381,0.5061888296407628,0.2391239715309378,0.5749161668894924]","[0.0,0.0,0.0,0.0]",0.0,2.2.0.2,2.2.0.2,2.2.0.2,False
scarcity_mutable,14119,39,179,180,0.1,0.1,0.0,"[0.5508951131493879,0.39377685592158906,0.48028026875720237,0.5608366400249044]","[0.5508951131493879,0.39377685592158906,0.48028026875720237,0.5608366400249044]","[0.5508951131493879,0.39377685592158906,0.48028026875720237,0.5608366400249044]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.2,2.1.1.2,2.1.1.2,False
scarcity_mutable,14119,41,179,180,0.014285714285714285,0.014285714285714285,0.0,"[0.516387128876407,0.3360385280135392,0.3659313331069118,0.3711183667776936]","[0.516387128876407,0.3360385280135392,0.3659313331069118,0.3711183667776936]","[0.516387128876407,0.3360385280135392,0.3659313331069118,0.3711183667776936]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.1,2.1.1.1,2.1.1.1,False
scarcity_mutable,14119,48,179,180,0.04285714285714286,0.04285714285714286,0.0,"[0.5213643177504088,0.41049464102684147,0.5470845690864843,0.3529164408163437]","[0.5213643177504088,0.41049464102684147,0.5470845690864843,0.3529164408163437]","[0.5213643177504088,0.41049464102684147,0.5470845690864843,0.3529164408163437]","[0.0,0.0,0.0,0.0]",0.0,2.1.2.1,2.1.2.1,2.1.2.1,False
scarcity_mutable,14119,49,179,180,0.08571428571428572,0.08571428571428572,0.0,"[0.5378496328938748,0.34421593864461136,0.1109987938229744,0.1372424733445384]","[0.5378496328938748,0.34421593864461136,0.1109987938229744,0.1372424733445384]","[0.5378496328938748,0.34421593864461136,0.1109987938229744,0.1372424733445384]","[0.0,0.0,0.0,0.0]",0.0,2.1.0.0,2.1.0.0,2.1.0.0,False
scarcity_mutable,14119,50,179,180,0.014285714285714285,0.014285714285714285,0.0,"[0.46686445340519195,0.5070543421086068,0.501834665111399,0.5420527812570799]","[0.46686445340519195,0.5070543421086068,0.501834665111399,0.5420527812570799]","[0.46686445340519195,0.5070543421086068,0.501834665111399,0.5420527812570799]","[0.0,0.0,0.0,0.0]",0.0,1.2.2.2,1.2.2.2,1.2.2.2,False
scarcity_mutable,14119,55,179,180,0.014285714285714285,0.014285714285714285,0.0,"[0.5202860098103101,0.5324307988796878,0.6165324653739346,0.3448471091478227]","[0.5202860098103101,0.5324307988796878,0.6165324653739346,0.3448471091478227]","[0.5202860098103101,0.5324307988796878,0.6165324653739346,0.3448471091478227]","[0.0,0.0,0.0,0.0]",0.0,2.2.2.1,2.2.2.1,2.2.2.1,False
scarcity_mutable,14119,56,179,180,0.04285714285714286,0.04285714285714286,0.0,"[0.45556564008093803,0.24257427545207724,0.34704168318565576,0.5253656859880322]","[0.45556564008093803,0.24257427545207724,0.34704168318565576,0.5253656859880322]","[0.45556564008093803,0.24257427545207724,0.34704168318565576,0.5253656859880322]","[0.0,0.0,0.0,0.0]",0.0,1.0.1.2,1.0.1.2,1.0.1.2,False
scarcity_mutable,14119,57,179,180,0.014285714285714285,0.014285714285714285,0.0,"[0.3986251833250588,0.39006542190639404,0.3633936601843486,0.4055441742353021]","[0.3986251833250588,0.39006542190639404,0.3633936601843486,0.4055441742353021]","[0.3986251833250588,0.39006542190639404,0.3633936601843486,0.4055441742353021]","[0.0,0.0,0.0,0.0]",0.0,1.1.1.1,1.1.1.1,1.1.1.1,False
scarcity_mutable,14119,58,179,180,0.07142857142857142,0.07142857142857142,0.0,"[0.5282005089280825,0.3833474905234403,0.4819676873750085,0.63385269649315]","[0.5282005089280825,0.3833474905234403,0.4819676873750085,0.63385269649315]","[0.5282005089280825,0.3833474905234403,0.4819676873750085,0.63385269649315]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.2,2.1.1.2,2.1.1.2,False
scarcity_mutable,14119,59,179,180,0.05714285714285714,0.05714285714285714,0.0,"[0.48864887489780057,0.22415388625149357,0.518554684094457,0.38118954415968376]","[0.48864887489780057,0.22415388625149357,0.518554684094457,0.38118954415968376]","[0.48864887489780057,0.22415388625149357,0.518554684094457,0.38118954415968376]","[0.0,0.0,0.0,0.0]",0.0,1.0.2.1,1.0.2.1,1.0.2.1,False
scarcity_mutable,14119,61,179,180,0.02857142857142857,0.02857142857142857,0.0,"[0.7488289261020016,0.6335738710746948,0.4109362388560872,0.48892972615201813]","[0.7488289261020016,0.6335738710746948,0.4109362388560872,0.48892972615201813]","[0.7488289261020016,0.6335738710746948,0.4109362388560872,0.48892972615201813]","[0.0,0.0,0.0,0.0]",0.0,2.2.1.1,2.2.1.1,2.2.1.1,False
scarcity_mutable,14119,63,179,180,0.04285714285714286,0.04285714285714286,0.0,"[0.44884020819012993,0.36082065040818595,0.5509122880144327,0.5503384461514877]","[0.44884020819012993,0.36082065040818595,0.5509122880144327,0.5503384461514877]","[0.44884020819012993,0.36082065040818595,0.5509122880144327,0.5503384461514877]","[0.0,0.0,0.0,0.0]",0.0,1.1.2.2,1.1.2.2,1.1.2.2,False
scarcity_mutable,14119,66,179,180,0.02857142857142857,0.02857142857142857,0.0,"[0.44766712395151625,0.3965830408750417,0.5471235162635225,0.2427792755434004]","[0.44766712395151625,0.3965830408750417,0.5471235162635225,0.2427792755434004]","[0.44766712395151625,0.3965830408750417,0.5471235162635225,0.2427792755434004]","[0.0,0.0,0.0,0.0]",0.0,1.1.2.0,1.1.2.0,1.1.2.0,False
scarcity_mutable,14119,67,179,180,0.014285714285714285,0.014285714285714285,0.0,"[0.42995712402648534,0.38826816326556773,0.40847515028455156,0.47640250013736174]","[0.42995712402648534,0.38826816326556773,0.40847515028455156,0.47640250013736174]","[0.42995712402648534,0.38826816326556773,0.40847515028455156,0.47640250013736174]","[0.0,0.0,0.0,0.0]",0.0,1.1.1.1,1.1.1.1,1.1.1.1,False
scarcity_mutable,14119,68,179,180,0.014285714285714285,0.014285714285714285,0.0,"[0.4564249277875216,0.4586496194709855,0.5171239063050612,0.5322929118074466]","[0.4564249277875216,0.4586496194709855,0.5171239063050612,0.5322929118074466]","[0.4564249277875216,0.4586496194709855,0.5171239063050612,0.5322929118074466]","[0.0,0.0,0.0,0.0]",0.0,1.1.2.2,1.1.2.2,1.1.2.2,False
scarcity_mutable,14119,0,180,185,0.014285714285714285,0.014492753623188406,0.0002070393374741207,"[0.7125139430788389,0.42322671826641806,0.3551131053465352,0.37382405027870624]","[0.7125139430788389,0.42322671826641806,0.3551131053465352,0.37382405027870624]","[0.7125139430788389,0.42322671826641806,0.3551131053465352,0.37382405027870624]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.1,2.1.1.1,2.1.1.1,False
scarcity_mutable,14119,3,180,185,0.07142857142857142,0.07246376811594203,0.001035196687370607,"[0.5296671094571652,0.45323561839077275,0.3838003754075056,0.4820076422005169]","[0.5296671094571652,0.45323561839077275,0.3838003754075056,0.4820076422005169]","[0.5296671094571652,0.45323561839077275,0.3838003754075056,0.4820076422005169]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.1,2.1.1.1,2.1.1.1,False
scarcity_mutable,14119,4,180,185,0.014285714285714285,0.014492753623188406,0.0002070393374741207,"[0.5746443615909042,0.4438849939733249,0.4701725951728954,0.4284902053909483]","[0.5746443615909042,0.4438849939733249,0.4701725951728954,0.4284902053909483]","[0.5746443615909042,0.4438849939733249,0.4701725951728954,0.4284902053909483]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.1,2.1.1.1,2.1.1.1,False
scarcity_mutable,14119,9,180,185,0.02857142857142857,0.028985507246376812,0.0004140786749482414,"[0.38082071829069497,0.3807697778706053,0.5189676007645416,0.4201221446616378]","[0.38082071829069497,0.3807697778706053,0.5189676007645416,0.4201221446616378]","[0.38082071829069497,0.3807697778706053,0.5189676007645416,0.4201221446616378]","[0.0,0.0,0.0,0.0]",0.0,1.1.2.1,1.1.2.1,1.1.2.1,False
scarcity_mutable,14119,11,180,185,0.02857142857142857,0.028985507246376812,0.0004140786749482414,"[0.4724580852466407,0.5116987179644468,0.37917129138111755,0.4386767521363484]","[0.4724580852466407,0.5116987179644468,0.37917129138111755,0.4386767521363484]","[0.4724580852466407,0.5116987179644468,0.37917129138111755,0.4386767521363484]","[0.0,0.0,0.0,0.0]",0.0,1.2.1.1,1.2.1.1,1.2.1.1,False
scarcity_mutable,14119,15,180,185,0.02857142857142857,0.028985507246376812,0.0004140786749482414,"[0.6615400091008281,0.4607749175030327,0.400182425382248,0.42232995966257836]","[0.6615400091008281,0.4607749175030327,0.400182425382248,0.42232995966257836]","[0.6615400091008281,0.4607749175030327,0.400182425382248,0.42232995966257836]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.1,2.1.1.1,2.1.1.1,False
scarcity_mutable,14119,16,180,185,0.04285714285714286,0.043478260869565216,0.0006211180124223586,"[0.5320322954563429,0.44598583207984044,0.30747060250565217,0.43485446955125745]","[0.5320322954563429,0.44598583207984044,0.30747060250565217,0.43485446955125745]","[0.5320322954563429,0.44598583207984044,0.30747060250565217,0.43485446955125745]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.1,2.1.1.1,2.1.1.1,False
scarcity_mutable,14119,18,180,185,0.014285714285714285,0.014492753623188406,0.0002070393374741207,"[0.5460856882175101,0.35303195035897234,0.26569951013328863,0.44222139299971297]","[0.5460856882175101,0.35303195035897234,0.26569951013328863,0.44222139299971297]","[0.5460856882175101,0.35303195035897234,0.26569951013328863,0.44222139299971297]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.1,2.1.1.1,2.1.1.1,False
scarcity_mutable,14119,20,180,185,0.014285714285714285,0.014492753623188406,0.0002070393374741207,"[0.5359116009589507,0.4509557116449921,0.38461651626502324,0.4493255176590194]","[0.5359116009589507,0.4509557116449921,0.38461651626502324,0.4493255176590194]","[0.5359116009589507,0.4509557116449921,0.38461651626502324,0.4493255176590194]","[0.0,0.0,0.0,0.0]",0.0,2.1.1.1,2.1.1.1,2.1.1.1,False
scarcity_mutable,14119,21,180,185,0.014285714285714285,0.014492753623188406,0.0002070393374741207,"[0.37355677532379156,0.5101590845547636,0.45633127596026624,0.2979954055609295]","[0.37355677532379156,0.5101590845547636,0.45633127596026624,0.2979954055609295]","[0.37355677532379156,0.5101590845547636,0.45633127596026624,0.2979954055609295]","[0.0,0.0,0.0,0.0]",0.0,1.2.1.1,1.2.1.1,1.2.1.1,False
